NtsbNo,ProbableCause,Findings,Event.Id,narratives.narr_cause,safetyrecs2026-02-28_15-34.Recommendation
ERA09LA488,"The flight crew's encounter with convective turbulence. Contributing to the accident was the failure of the operator's dispatch department to provide the flightcrew with current adverse weather information along the planned route of flight. Also contributing was the failure of the flightcrew to provide relevant forecast information to the cabin crew, and their failure to detect and avoid the existing convective conditions.","Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on operation, Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Awareness of condition, Personnel issues - Task performance - Planning/preparation - Weather planning - Flt operations/dispatcher, Personnel issues - Task performance - Communication (personnel) - Lack of communication - Flt operations/dispatcher, Personnel issues - Task performance - Use of equip/info - Use of available resources - Flight crew, Personnel issues - Task performance - Communication (personnel) - Lack of communication - Flight crew, Personnel issues - Task performance - Communication (personnel) - Lack of communication - ATC personnel",20090828X61756,"The flight crew's encounter with convective turbulence. Contributing to the accident was the failure of the operator's dispatch department to provide the flightcrew with current adverse weather information along the planned route of flight. Also contributing was the failure of the flightcrew to provide relevant forecast information to the cabin crew, and their failure to detect and avoid the existing convective conditions.",
ENG09IA014,The failure of the right main landing gear inboard axle due to fatigue cracking as a result of fretting damage in one of the brake mounting bolt holes.,Aircraft - Aircraft systems - Landing gear system - Main gear strut/axle/truck - Fatigue/wear/corrosion,20090909X82446,The failure of the right main landing gear inboard axle due to fatigue cracking as a result of fretting damage in one of the brake mounting bolt holes.,
ENG09IA017,failure of the engine high pressure turbine active clearance control valve fuel rod supply tube coupling seal due to a cross-threaded B-nut as installed during original manufacture.,"Organizational issues - Support/oversight/monitoring - Oversight - Document revision tracking - Manufacturer, Aircraft - Aircraft power plant - Engine fuel and control - Fuel distribution - Damaged/degraded",20090910X53412,failure of the engine high pressure turbine active clearance control valve fuel rod supply tube coupling seal due to a cross-threaded B-nut as installed during original manufacture.,
ENG09IA016,"Incorrect installation of a wire bundle, which contained wires for oxygen system, passenger address system and lavatory power, led to chafing of the wires on structure. The chafing eventually exposed the wire conductors and resulted in electrical arcing, malfunction of the affected systems and a sulfur odor.",Aircraft - Aircraft systems - Oxygen system - Oxygen sys wiring - Damaged/degraded,20090910X95942,"Incorrect installation of a wire bundle, which contained wires for oxygen system, passenger address system and lavatory power, led to chafing of the wires on structure. The chafing eventually exposed the wire conductors and resulted in electrical arcing, malfunction of the affected systems and a sulfur odor.",
ERA09LA529,Undetermined.,Not determined - Not determined - (general) - (general) - Unknown/Not determined,20090921X05830,Undetermined.,
ENG09IA018,Failure of Main Landing Gear (MLG) truck beam was due to contamination of the inner surface corrosion protective layers from hydraulic fluid and deice fluid that resulted in corrosion and intergranular stress corrosion cracking.,"Aircraft - Aircraft systems - Landing gear system - Main landing gear - Fatigue/wear/corrosion, Aircraft - Aircraft systems - Landing gear system - Main gear strut/axle/truck - Failure",20090921X73211,Failure of Main Landing Gear (MLG) truck beam was due to contamination of the inner surface corrosion protective layers from hydraulic fluid and deice fluid that resulted in corrosion and intergranular stress corrosion cracking.,
CEN09IA606,The flight attendant's incapacitation due to an anxiety attack.,Personnel issues - Physical - Impairment/incapacitation - (general) - Cabin crew,20090925X65328,The flight attendant's incapacitation due to an anxiety attack.,
ERA10CA022,"An inadvertent encounter with turbulence, which resulted in an injury to a flight cabin attendant.",Environmental issues - Conditions/weather/phenomena - Turbulence - (general) - Effect on personnel,20091020X14635,"An inadvertent encounter with turbulence, which resulted in an injury to a flight cabin attendant.",
ERA10CA036,Unforecasted turbulence resulting in a flight attendant being injured.,Environmental issues - Conditions/weather/phenomena - Turbulence - (general) - Effect on personnel,20091029X02444,Unforecasted turbulence resulting in a flight attendant being injured.,
ERA10LA041,"The captain's excessive maneuver in response to a traffic alert and collision avoidance system (TCAS) alert, which resulted in a serious injury to a flight attendant. Contributing to the accident was the operator's inadequate TCAS training and guidance.","Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Action/decision - Action - Incorrect action performance - Pilot, Organizational issues - Support/oversight/monitoring - Training - (general) - Operator, Organizational issues - Support/oversight/monitoring - Documentation/record keeping - (general) - Operator",20091030X64143,"The captain's excessive maneuver in response to a traffic alert and collision avoidance system (TCAS) alert, which resulted in a serious injury to a flight attendant. Contributing to the accident was the operator's inadequate TCAS training and guidance.",
